"business_id","name","neighborhood","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes__AgesAllowed","attributes__AcceptsInsurance","attributes","attributes__Alcohol","attributes__Ambience","attributes__BYOB","attributes__BYOBCorkage","attributes__BestNights","attributes__BikeParking","attributes__BusinessAcceptsBitcoin","attributes__BusinessAcceptsCreditCards","attributes__BusinessParking","attributes__ByAppointmentOnly","attributes__Caters","attributes__CoatCheck","attributes__Corkage","attributes__DogsAllowed","attributes__DriveThru","attributes__GoodForDancing","attributes__GoodForKids","attributes__HairSpecializesIn","attributes__GoodForMeal","attributes__HappyHour","attributes__HasTV","attributes__Music","attributes__NoiseLevel","attributes__Open24Hours","attributes__OutdoorSeating","attributes__RestaurantsAttire","attributes__RestaurantsCounterService","attributes__RestaurantsDelivery","attributes__RestaurantsGoodForGroups","attributes__RestaurantsPriceRange2","attributes__RestaurantsReservations","attributes__RestaurantsTableService","attributes__RestaurantsTakeOut","attributes__Smoking","attributes__WheelchairAccessible","attributes__WiFi","categories","hours","hours__Monday","hours__Tuesday","hours__Wednesday","hours__Thursday","hours__Friday","hours__Saturday","hours__Sunday"
"u2rdnqqtCuObbFF3kSPYqg","Made Foods","","12030 Symons Valley Road NW, Suite 22","Calgary","AB","T3P 0C5","51.1620436449","-114.125534976","1.5","3","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Juice Bars & Smoothies, Vegan, Restaurants, Breakfast & Brunch, Food, Vegetarian","","9:0-20:30","9:0-20:30","9:0-20:30","9:0-20:30","9:0-20:30","10:0-19:0","10:0-19:0"
"1y64UsTx6ikxoaCAY42qHQ","Sport Chek","","Fairview Mall, 1800 Sheppard Avenue E, Unit 2047","North York","ON","M2J 5A7","43.7778782","-79.3446538","3.0","4","1","","","","","","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","","","","","","3","","","","","","","Fashion, Sports Wear, Sporting Goods, Shoe Stores, Shopping","","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","9:30-21:0","11:0-19:0"
"-wDN2DmxxhENoX-jM9i1Ig","ClearChoice Dental Implant Center","","31099 Chagrin Blvd, Ste 100","Pepper Pike","OH","44124","41.4611912","-81.4599213","2.0","4","1","","False","","","","","","","","","True","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","Dentists, Periodontists, Cosmetic Dentists, Prosthodontists, Oral Surgeons, Health & Medical","","7:30-17:0","7:30-17:0","7:30-17:0","7:30-17:0","","",""
"6qawe58vC35yEII8tDQg8Q","The Brick","","17940 Yonge Street","Newmarket","ON","L3Y 8S4","44.0662691","-79.4856801","1.0","4","1","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","Furniture Stores, Electronics, Home & Garden, Shopping, Appliances","null","","","","","","",""
"M-GdhgO3Zb2RolSaR5up5A","Putting Edge","Edgeley","60 Interchange Way, Unit E","Vaughan","ON","L4K 5C3","43.7887556","-79.5319955","4.0","15","1","","","","","","","","","True","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","True","","","","","","","","","","","","","","","","","","","","Arts & Entertainment, Active Life, Party & Event Planning, Event Planning & Services, Arcades, Venues & Event Spaces, Mini Golf, Golf","","15:0-21:0","15:0-21:0","15:0-21:0","15:0-21:0","12:0-0:0","10:0-0:0","10:0-21:0"
"-lBIxCbHxuN3YO_sUkWeUQ","Emergency Family Movers","","","Phoenix","AZ","85381","33.6110622","-112.2324406","2.5","24","1","","","","","","","","","","","True","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","Packing Services, Movers, Home Services","","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0"
"OHFQfdO7N9nnhNDI4t_sCw","Dilly's Drive-In - Peninsula","","4280 State Rd","Peninsula","OH","44264","41.1881043","-81.5079145","4.0","7","1","","","","none","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","","","","False","","","False","","True","","","","Burgers, Fast Food, Sandwiches, Restaurants","","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:30","11:0-22:30","11:30-22:0"
"Wx3bR684QTQBycOezx68vQ","McGuinn's Barber Shop","Squirrel Hill","2140 Murray Ave","Pittsburgh","PA","15217","40.4325553","-79.9232757","5.0","12","1","","","","","","","","","True","False","False","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}","False","","","","","","","","{'coloring': False, 'africanamerican': False, 'curly': False, 'perms': False, 'kids': False, 'extensions': False, 'asian': False, 'straightperms': False}","","","","","","","","","","","","1","","","","","False","","Hair Removal, Men's Hair Salons, Hair Salons, Hair Stylists, Barbers, Beauty & Spas","","11:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-17:0","12:0-19:0",""
"xCqxR2iYEgHzPPvUr0Kh-w","SRJ Chartered Accountants","","2601 Matheson Boulevard E, Unit 28","Mississauga","ON","L4W 5A8","43.6601316","-79.6002712","5.0","3","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Financial Advising, Business Consulting, Professional Services, Accountants, Tax Services, Financial Services","","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","",""
"TmGxQgFdiG585PCs_2hCew","Rita's Italian Ice","Squirrel Hill","5880 Forbes Ave","Pittsburgh","PA","15217","40.4378416","-79.9197512","4.5","35","1","","","","","","","","","True","","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","True","","","","","","","","","","","","","","","","","","","1","","","True","","True","no","Desserts, Food, Shaved Ice, Ice Cream & Frozen Yogurt","","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0"
"nQpJpfd1Vbha4o4Wy8J9UQ","C & D Silver","","15846 N Cave Creek Rd","Phoenix","AZ","85032","33.6312394","-112.0313356","5.0","4","1","","","","","","","","","True","","True","","False","","","","","","","","","","","","","","","","","","","","","","","","","","","Shopping, Jewelry","","","9:0-17:0","9:0-17:0","9:0-17:0","9:0-15:0","9:0-12:0",""
"iiUhGGTFoblXBuPmcpKxfg","Mr Nates Barber Shop","","16844 N Cave Creek Rd","Phoenix","AZ","85032","33.6395017082","-112.032791262","4.5","20","1","","","","","","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","False","","","","","","","","","","","","","","","","","","","","1","","","","","True","","Men's Hair Salons, Barbers, Beauty & Spas, Hair Salons","","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","10:0-16:0"
"gEU4byPpq16D2DM-lOK9Sw","La Muse","Ville-Marie","1608 Avenue Lincoln","Montréal","QC","H3H 2L8","45.495873","-73.580375","3.5","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","Karaoke, Nightlife","","15:0-3:0","15:0-3:0","15:0-3:0","15:0-3:0","15:0-3:0","15:0-3:0","15:0-3:0"
"_xavJB9Uia1CsPDlGFw5Qg","Xe Lua Restaurant","Unionville","8380 Kennedy Road, Unit C2","Markham","ON","L3R 0W4","43.8607259","-79.304713","1.5","13","0","","","","","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","False","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}","","True","","","","False","casual","","False","True","1","False","True","True","","True","no","Restaurants, Vietnamese","null","","","","","","",""
"lLujm0yuar140PoNMDqStA","Alexandra Dry Cleaners","","2716 Yonge Street","Toronto","ON","M4N 2H9","43.7176325","-79.4008505","2.5","3","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Local Services, Laundry Services, Dry Cleaning, Dry Cleaning & Laundry","null","","","","","","",""
"0uMu8Suh41Qt8jM7ePZa3Q","Stella McCartney","The Strip","3720 Las Vegas Blvd S, Ste 250, Crystals At CityCenter","Las Vegas","NV","89158","36.1083176","-115.174085","4.0","4","1","","","","","","","","","","","True","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","","","","","","4","","","","","","","Women's Clothing, Children's Clothing, Shopping, Fashion, Men's Clothing","","10:0-23:0","10:0-23:0","10:0-23:0","10:0-23:0","10:0-0:0","10:0-0:0","10:0-23:0"
"iQT1y93mE8j3ZbNaXGd-sA","PF Chang's","Laval","3035 Boulevard  Le Carrefour","Laval","QC","H7T 1C7","45.5721514292","-73.7542209393","3.0","22","1","","","","full_bar","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","","","False","","True","{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}","","False","","","False","","","True","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}","","True","","average","","True","casual","","False","True","2","True","True","True","","True","free","Restaurants, Chinese, Gluten-Free, Vegetarian, Asian Fusion","","11:30-22:0","11:30-22:0","11:30-22:0","11:30-23:0","11:30-0:0","12:0-0:0","12:0-21:30"
"QoXT0qI6_3WeHImUuLAyjg","The George Street Diner","Corktown","129 George Street","Toronto","ON","M5A 2M6","43.6530078233","-79.3714184956","3.5","110","1","","","","none","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","","","True","","False","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","False","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}","","False","","average","","False","casual","","False","False","2","False","True","True","","","no","Restaurants, Breakfast & Brunch, Diners","","7:30-16:0","7:30-18:0","7:30-18:0","7:30-18:0","7:30-18:0","8:30-15:30","8:30-15:30"
"AKUd2LAYvpmlBB9XEQbwAw","Sprint Store","","9897 W Mcdowell, Bldg E Ste 520","Tolleson","AZ","85353","33.4639349551","-112.271872759","1.5","9","1","","","","","","","","","","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","","","","","","3","","","","","True","","Local Services, Mobile Phones, IT Services & Computer Repair, Telecommunications, Electronics, Shopping, Mobile Phone Accessories","","10:0-20:0","10:0-20:0","10:0-20:0","10:0-20:0","10:0-20:0","10:0-20:0","11:0-19:0"
"nfntbPvho9_hZkAmRf7nzw","RiteRug Flooring","Derita","2213 Distribution Center Dr, Ste 00","Charlotte","NC","28269","35.2769773","-80.8400448","3.5","3","1","","","","","","","","","","","True","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","Carpeting, Carpet Installation, Flooring, Home Services","null","","","","","","",""
"c4qE3ygdEQUD9dZjganavA","Royal Ganesha","","507 10 Street SW","Calgary","AB","T2P 2B8","51.0489909","-114.0860045","3.5","14","0","","","","full_bar","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}","False","","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}","","True","False","","False","","False","True","","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}","True","True","{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","average","","False","casual","","True","True","2","True","True","True","no","False","free","Nightlife, Lounges, Food Delivery Services, Food, Restaurants, Bars, Indian","","17:0-21:0","","17:0-21:0","17:0-21:0","17:0-21:30","17:0-21:30","17:15-21:0"
"zvf4U6LJdNGOEogmmCOsLA","Arby's","","3200 Saw Mill Run Blvd","Pittsburgh","PA","15227","40.3764422","-79.9841149","3.0","3","0","","","","none","","","","","","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}","","","","","","","casual","","False","True","1","False","False","True","","","","Restaurants, Fast Food","null","","","","","","",""
"Ef_imWvqLiPycv7iRdaolA","Planet Fitness - Charlotte - University Blvd","University City","10215-B University City Blvd","Charlotte","NC","28262","35.3119953714","-80.714122653","3.0","25","1","","","","","","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","False","","","","","","","False","","","","","","","","","","","","","","","","","","True","","Fitness & Instruction, Trainers, Active Life, Gyms","","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0"
"dFuesggbkAFUUnKcihT3vA","Bikinis Sports Bar & Grill","University City","520 University Center Blvd","Charlotte","NC","28262","35.309098","-80.756007","2.5","31","0","","","","full_bar","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","","{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': True, 'saturday': True}","","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","False","","","","False","False","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}","True","True","{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}","average","","True","casual","","False","True","2","False","True","True","outdoor","True","free","Restaurants, Burgers, Sports Bars, Bars, American (New), Nightlife, American (Traditional)","","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0"
"CQqi9pqZwsslXF1aOVg8fQ","Balmoral Fish & Chips","","250 Bayly Street W","Ajax","ON","L1S 3V4","43.843049","-79.0279763","4.5","7","1","","","","none","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}","","False","","average","","False","casual","","False","True","2","False","True","True","","True","no","Restaurants, Seafood","","","11:30-19:30","11:30-19:30","11:30-20:0","11:30-21:0","12:0-20:0",""
"ofspa4ixKMFa83DqZivMuA","Big Bucket Car Wash","","98 Crowfoot Circle NW","Calgary","AB","T3G 2T3","51.124566","-114.207319","3.0","7","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automotive, Car Wash, Auto Detailing","","7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0"
"L62Zpa8s4lC9DVtELEIGwQ","Mike's Hair Designers","","222 N Stapley Dr","Mesa","AZ","85203","33.41936","-111.8055993","3.5","3","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barbers, Hair Salons, Beauty & Spas","null","","","","","","",""
"Z-a-BGjm3edQTrdmLC4dDQ","Banana Republic A Caban Space","Ville-Marie","777 Rue Sainte-Catherine O","Montréal","QC","H3B 1C8","45.5021365","-73.5710265","4.0","3","1","","","","","","","","","","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","","","","","","2","","","","","","","Shopping","null","","","","","","",""
"gDz1Ih5b_JlRvFh1tyrTmg","Furniture Resurrection","","","Maricopa County","AZ","85306","33.6222797","-112.1728283","5.0","19","1","","","","","","","","","","False","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Local Services, Furniture Assembly, Furniture Repair, Furniture Reupholstery, Home Services","","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","",""
"-6aZNqhMoKfIz7rvkkRv7w","Paws Pet Food & Accessories","","8403 Elbow Drive SW","Calgary","AB","T2E 4Y7","50.979215049","-114.083515268","2.5","5","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pets, Pet Stores","null","","","","","","",""
"Vyxzgeon5Ah9isl4h7SYBg","The Chopped Leaf","","8650 112 Avenue NW, Suite 7107","Calgary","AB","T3R","51.1520846","-114.2095631","4.5","24","1","","","","none","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","True","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}","","False","","average","","False","casual","","False","True","2","False","False","True","","","free","Restaurants, Salad, Sandwiches, Soup","null","","","","","","",""
"I_5PApyHxAE3nuoa4tYGCw","We Move Wisconsin","","3612 Hwy 19","Sun Prairie","WI","53590","43.190259","-89.277452","1.0","3","1","","","","","","","","","","False","True","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","Professional Services, Home Services, Movers","","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0"
"reVvDQpFsI7UeAdFsMctwA","K&M Barber Shop","Etobicoke","3545 Lakeshore Boulevard W","Toronto","ON","M8W 1P4","43.5942809","-79.5329919","3.5","3","1","","","","","","","","","True","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","False","","","","","","","","","","","","","","","","","","","","1","","","","","","","Beauty & Spas, Barbers, Hair Salons","","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0",""
"m85_Ox0QWsC7CQuG-9Db4w","Service Arizona Plumbing","","17965 W Palo Verde Ave","Waddell","AZ","85355","33.571903","-112.446331","1.5","7","1","","","","","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Plumbing, Home Services","null","","","","","","",""
"WeUIaYtfyeX9eQKw_5xeiQ","Caz's Great Fish","","270 N Service Road W","Oakville","ON","L6M 2R8","43.4486","-79.705066","4.5","9","0","","","","","","","","","","","","","","","","","","","","True","","","","True","","","","False","","","False","True","","","","","","","","Restaurants, Soup, Fish & Chips, Salad","","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","12:0-21:0"
"AnkgOm_2Npr7OYviVU2PUQ","Hampton Meadows","","2000 Hampton Meadows Ln","Cramerton","NC","28032","35.23434","-81.074071","1.0","3","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apartments, Home Services, Real Estate","null","","","","","","",""
"3fJuzXoTHmcc05iQKbWVvQ","Integrity Pools","Northwest","4894 W Lone Mountain Rd","North Las Vegas","NV","89030","36.2481903","-115.2092745","3.5","6","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pool & Hot Tub Service, Pool Cleaners, Home Services","null","","","","","","",""
"lHazo7qKEcSc62PMUW3oaw","L'amère À Boire","Ville-Marie","2049 Rue Saint-Denis","Montréal","QC","H2X 3K8","45.5164924","-73.5659853","4.0","62","1","","","","beer_and_wine","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","","","False","","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","False","","","","False","False","","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}","False","False","{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","loud","","True","casual","","False","True","2","False","True","False","outdoor","False","free","Tapas Bars, Food, Canadian (New), Restaurants, Pubs, Nightlife, Bars","","14:0-1:0","14:0-2:0","14:0-2:0","12:0-3:0","12:0-3:0","14:0-3:0","14:0-1:0"
"sk4mVLQWE1ZuX75_xLe1pw","Century Communities Tuscany Village","","1585 Olivia Pkwy","Henderson","NV","89011","36.075947","-114.970541","2.5","3","1","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Professional Services, Contractors, Architects, Home Services","","12:0-17:0","10:0-17:0","10:0-17:0","10:0-17:0","10:0-17:0","10:0-17:0","10:0-17:0"
"2ipAUIW4kVsE6nl4aREgag","Cole's Pub","","527 US 30","Imperial","PA","15126","40.4514327973","-80.2518367699","4.0","35","1","","","","","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","False","False","","","","False","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}","True","True","{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","average","","False","casual","","False","True","1","False","True","True","no","","free","American (Traditional), Bars, Restaurants, Nightlife","null","","","","","","",""
"webM3oChwDCkzZEmjrSeHQ","The Croissant Tree","Church-Wellesley Village","625 Church Street","Toronto","ON","M4Y 2G1","43.6695736876","-79.3823492115","3.5","52","1","","","","full_bar","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","","","True","","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","False","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}","","True","","average","","True","casual","","False","True","2","False","True","True","","","free","Restaurants, Food, Sandwiches, Caterers, Breakfast & Brunch, Coffee & Tea, Event Planning & Services","","7:30-16:30","7:30-16:30","7:30-16:30","7:30-16:30","7:30-16:30","8:30-16:0","8:30-16:0"
"wcNvlrB5xSxzXex2M3UyvQ","Hazelwoods First Place Sports Grill","","3626 E Indian School Rd","Phoenix","AZ","85018","33.495639801","-112.003173828","3.0","116","0","","","","full_bar","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","False","","","","False","","","","True","True","{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}","average","","True","","","","True","1","False","","","outdoor","True","","Nightlife, Sports Bars, Bars, Restaurants, Karaoke","","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0"
"rqcOZePlVvJP9EtzldIz0w","Desert Storage","","2402 Atchley Dr","Henderson","NV","89052","35.9520457","-115.0934834","5.0","9","0","","","","","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Local Services, Self Storage","","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0","9:0-15:0"
"YW8u4o3Kf42l-IoHZ-rL0A","Twisted Paddy","","7079 Lakeshore Blvd","Mentor","OH","44060","41.6996005607","-81.3873566547","4.0","29","0","","","","full_bar","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","","{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","False","False","","","False","False","False","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}","True","True","{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","average","","True","casual","","False","True","2","False","True","True","outdoor","","no","Beer, Wine & Spirits, Restaurants, Burgers, Pubs, Nightlife, Food, Bars","","15:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","15:0-2:0"
"-6uLOXdJFFCB9DtjIoBzFA","MINISO","","1355 Kingston Road, Unit 128, Pickering Town Centre","Pickering","ON","L1V 1B8","43.8356257","-79.086016","3.5","7","1","","","","","","","","","","","","","False","","","","","","","","","","","","","","","","","","","","2","","","","","","","Electronics, Accessories, Discount Store, Shopping, Fashion, Beauty & Spas, Cosmetics & Beauty Supply","","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","9:30-18:0","11:0-18:0"
"IETo39FTLKPa5-7QYBC4lw","Appliance Doctor","","3120 W Carefree Hwy 1-547","Phoenix","AZ","85086","33.7997747","-112.1262084","2.5","10","1","","","","","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Appliances & Repair, Local Services","","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","",""
"XiE4MoZwMg01EL_4CB31Nw","Sammy's of Parma","","10703 W Pleasant Valley Rd","Parma","OH","44130","41.3633825","-81.7605431","4.5","6","1","","","","","","","","","","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","False","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}","","","","","","","","","","True","","False","","","","","","Restaurants, Italian","null","","","","","","",""
"6E7heoeb5zO4iwKmqScVZw","Kam Ho","Ville-Marie","1448 Rue MacKay","Montréal","QC","H3G 2H7","45.4963171","-73.5782911","3.0","3","0","","","","full_bar","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","False","","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}","","False","","","True","","","True","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}","","True","","quiet","","False","casual","","False","True","1","True","False","False","","True","paid","Chinese, Restaurants","","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","13:30-23:0","13:30-23:0"
"eIcTq4cwZjkj6-99vyjotw","Dr. Martens","Queen Street West","391 Queen Street W","Toronto","ON","M5V 2A5","43.6489694","-79.39434","3.5","11","1","","","","","","","","","True","","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","","","","","","","","","","","","","","","","","3","","","","","","","Shoe Stores, Fashion, Shopping","null","","","","","","",""
"D31JSfofD0dYbIx7Yak2Yw","Scramblers","","1394 S O M Center Rd","Mayfield Heights","OH","44124","41.5222968301","-81.4391266017","3.0","76","1","","","","none","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","","","True","","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","True","","","","","","True","","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}","","False","","average","","True","casual","","False","True","1","False","True","True","","True","free","Restaurants, Food, American (Traditional), Coffee & Tea, Breakfast & Brunch","","6:30-15:0","6:30-15:0","6:30-15:0","6:30-15:0","6:30-15:0","6:30-15:0","6:30-15:0"
